Date,Hour,Ontario Demand
14-Jan-08,1,15325
14-Jan-08,2,14963
14-Jan-08,3,14787
14-Jan-08,4,14797
14-Jan-08,5,15011
14-Jan-08,6,15695
14-Jan-08,7,17279
14-Jan-08,8,19275
14-Jan-08,9,19828
14-Jan-08,10,19809
14-Jan-08,11,19886
14-Jan-08,12,19911
14-Jan-08,13,19699
14-Jan-08,14,19638
14-Jan-08,15,19652
14-Jan-08,16,19868
14-Jan-08,17,20574
14-Jan-08,18,21476
14-Jan-08,19,21415
14-Jan-08,20,20961
14-Jan-08,21,20356
14-Jan-08,22,19774
14-Jan-08,23,18343
14-Jan-08,24,17020
15-Jan-08,1,16050
15-Jan-08,2,15685
15-Jan-08,3,15457
15-Jan-08,4,15010
15-Jan-08,5,15379
15-Jan-08,6,16006
15-Jan-08,7,17518
15-Jan-08,8,19369
15-Jan-08,9,19969
15-Jan-08,10,19968
15-Jan-08,11,19964
15-Jan-08,12,19798
15-Jan-08,13,19748
15-Jan-08,14,19703
15-Jan-08,15,19552
15-Jan-08,16,19775
15-Jan-08,17,20491
15-Jan-08,18,21354
15-Jan-08,19,21391
15-Jan-08,20,20998
15-Jan-08,21,20357
15-Jan-08,22,19617
15-Jan-08,23,18383
15-Jan-08,24,17254
16-Jan-08,1,16367
16-Jan-08,2,16126
16-Jan-08,3,15731
16-Jan-08,4,15625
16-Jan-08,5,15814
16-Jan-08,6,16360
16-Jan-08,7,18080
16-Jan-08,8,19722
16-Jan-08,9,20121
16-Jan-08,10,20015
16-Jan-08,11,19925
16-Jan-08,12,19807
16-Jan-08,13,19734
16-Jan-08,14,19801
16-Jan-08,15,19703
16-Jan-08,16,19805
16-Jan-08,17,20351
16-Jan-08,18,21224
16-Jan-08,19,21231
16-Jan-08,20,20784
16-Jan-08,21,20329
16-Jan-08,22,19583
16-Jan-08,23,18437
16-Jan-08,24,17221
17-Jan-08,1,16200
17-Jan-08,2,15873
17-Jan-08,3,15509
17-Jan-08,4,15458
17-Jan-08,5,15510
17-Jan-08,6,16070
17-Jan-08,7,17545
17-Jan-08,8,19239
17-Jan-08,9,19756
17-Jan-08,10,19509
17-Jan-08,11,19564
17-Jan-08,12,19696
17-Jan-08,13,19542
17-Jan-08,14,19506
17-Jan-08,15,19456
17-Jan-08,16,19474
17-Jan-08,17,20019
17-Jan-08,18,20953
17-Jan-08,19,21072
17-Jan-08,20,20670
17-Jan-08,21,20092
17-Jan-08,22,19318
17-Jan-08,23,18178
17-Jan-08,24,16973
18-Jan-08,1,16048
18-Jan-08,2,15667
18-Jan-08,3,15331
18-Jan-08,4,15244
18-Jan-08,5,15325
18-Jan-08,6,16031
18-Jan-08,7,17507
18-Jan-08,8,19401
18-Jan-08,9,19852
18-Jan-08,10,20042
18-Jan-08,11,20258
18-Jan-08,12,20241
18-Jan-08,13,19963
18-Jan-08,14,19825
18-Jan-08,15,19629
18-Jan-08,16,19482
18-Jan-08,17,20021
18-Jan-08,18,20911
18-Jan-08,19,21147
18-Jan-08,20,20636
18-Jan-08,21,20120
18-Jan-08,22,19494
18-Jan-08,23,18433
18-Jan-08,24,17023
19-Jan-08,1,16017
19-Jan-08,2,15600
19-Jan-08,3,15262
19-Jan-08,4,15055
19-Jan-08,5,15147
19-Jan-08,6,15398
19-Jan-08,7,15973
19-Jan-08,8,16983
19-Jan-08,9,17836
19-Jan-08,10,18413
19-Jan-08,11,18592
19-Jan-08,12,18742
19-Jan-08,13,18689
19-Jan-08,14,18459
19-Jan-08,15,18238
19-Jan-08,16,18359
19-Jan-08,17,18937
19-Jan-08,18,20216
19-Jan-08,19,20354
19-Jan-08,20,19755
19-Jan-08,21,19256
19-Jan-08,22,18675
19-Jan-08,23,17996
19-Jan-08,24,17226
20-Jan-08,1,16507
20-Jan-08,2,16056
20-Jan-08,3,15922
20-Jan-08,4,15892
20-Jan-08,5,15908
20-Jan-08,6,16071
20-Jan-08,7,16662
20-Jan-08,8,17256
20-Jan-08,9,17869
20-Jan-08,10,18531
20-Jan-08,11,18697
20-Jan-08,12,19078
20-Jan-08,13,19076
20-Jan-08,14,19005
20-Jan-08,15,18909
20-Jan-08,16,19151
20-Jan-08,17,19932
20-Jan-08,18,21092
20-Jan-08,19,21519
20-Jan-08,20,20875
20-Jan-08,21,20430
20-Jan-08,22,19858
20-Jan-08,23,18976
20-Jan-08,24,17933
21-Jan-08,1,17246
21-Jan-08,2,17070
21-Jan-08,3,16975
21-Jan-08,4,16896
21-Jan-08,5,17123
21-Jan-08,6,17809
21-Jan-08,7,19248
21-Jan-08,8,21265
21-Jan-08,9,21693
21-Jan-08,10,21637
21-Jan-08,11,21679
21-Jan-08,12,21492
21-Jan-08,13,21304
21-Jan-08,14,21172
21-Jan-08,15,21038
21-Jan-08,16,21108
21-Jan-08,17,21758
21-Jan-08,18,22578
21-Jan-08,19,22778
21-Jan-08,20,22335
21-Jan-08,21,21795
21-Jan-08,22,20897
21-Jan-08,23,19687
21-Jan-08,24,18240
22-Jan-08,1,17110
22-Jan-08,2,16753
22-Jan-08,3,16485
22-Jan-08,4,16404
22-Jan-08,5,16767
22-Jan-08,6,17316
22-Jan-08,7,18755
22-Jan-08,8,20690
22-Jan-08,9,21124
22-Jan-08,10,21029
22-Jan-08,11,21072
22-Jan-08,12,20974
22-Jan-08,13,20762
22-Jan-08,14,20643
22-Jan-08,15,20592
22-Jan-08,16,20542
22-Jan-08,17,20978
22-Jan-08,18,21744
22-Jan-08,19,22004
22-Jan-08,20,21696
22-Jan-08,21,21190
22-Jan-08,22,20329
22-Jan-08,23,19327
22-Jan-08,24,17939
23-Jan-08,1,16942
23-Jan-08,2,16668
23-Jan-08,3,16343
23-Jan-08,4,16304
23-Jan-08,5,16575
23-Jan-08,6,17269
23-Jan-08,7,18815
23-Jan-08,8,20617
23-Jan-08,9,21042
23-Jan-08,10,20948
23-Jan-08,11,20826
23-Jan-08,12,20634
23-Jan-08,13,20483
23-Jan-08,14,20499
23-Jan-08,15,20402
23-Jan-08,16,20604
23-Jan-08,17,20954
23-Jan-08,18,22038
23-Jan-08,19,22536
23-Jan-08,20,22022
23-Jan-08,21,21551
23-Jan-08,22,20550
23-Jan-08,23,19431
23-Jan-08,24,18056
24-Jan-08,1,17234
24-Jan-08,2,17116
24-Jan-08,3,16773
24-Jan-08,4,16785
24-Jan-08,5,16902
24-Jan-08,6,17399
24-Jan-08,7,18862
24-Jan-08,8,20584
24-Jan-08,9,20978
24-Jan-08,10,20754
24-Jan-08,11,20736
24-Jan-08,12,20538
24-Jan-08,13,20387
24-Jan-08,14,20187
24-Jan-08,15,19947
24-Jan-08,16,20069
24-Jan-08,17,20663
24-Jan-08,18,21648
24-Jan-08,19,22321
24-Jan-08,20,21886
24-Jan-08,21,21479
24-Jan-08,22,20479
24-Jan-08,23,19354
24-Jan-08,24,18166
25-Jan-08,1,17379
25-Jan-08,2,17025
25-Jan-08,3,16818
25-Jan-08,4,16659
25-Jan-08,5,16889
25-Jan-08,6,17483
25-Jan-08,7,18893
25-Jan-08,8,20697
25-Jan-08,9,21132
25-Jan-08,10,21028
25-Jan-08,11,21002
25-Jan-08,12,20885
25-Jan-08,13,20676
25-Jan-08,14,20495
25-Jan-08,15,20244
25-Jan-08,16,20136
25-Jan-08,17,20508
25-Jan-08,18,21293
25-Jan-08,19,21804
25-Jan-08,20,21246
25-Jan-08,21,20783
25-Jan-08,22,20002
25-Jan-08,23,18763
25-Jan-08,24,17590
26-Jan-08,1,16676
26-Jan-08,2,16070
26-Jan-08,3,15662
26-Jan-08,4,15594
26-Jan-08,5,15562
26-Jan-08,6,15815
26-Jan-08,7,16424
26-Jan-08,8,17320
26-Jan-08,9,18003
26-Jan-08,10,18552
26-Jan-08,11,18890
26-Jan-08,12,18918
26-Jan-08,13,18744
26-Jan-08,14,18556
26-Jan-08,15,18300
26-Jan-08,16,18286
26-Jan-08,17,18844
26-Jan-08,18,19801
26-Jan-08,19,20119
26-Jan-08,20,19294
26-Jan-08,21,18823
26-Jan-08,22,18156
26-Jan-08,23,17445
26-Jan-08,24,16531
27-Jan-08,1,15873
27-Jan-08,2,15465
27-Jan-08,3,15110
27-Jan-08,4,14875
27-Jan-08,5,14923
27-Jan-08,6,15244
27-Jan-08,7,15461
27-Jan-08,8,16033
27-Jan-08,9,16671
27-Jan-08,10,17497
27-Jan-08,11,17724
27-Jan-08,12,17839
27-Jan-08,13,17818
27-Jan-08,14,17574
27-Jan-08,15,17487
27-Jan-08,16,17639
27-Jan-08,17,18345
27-Jan-08,18,19430
27-Jan-08,19,19875
27-Jan-08,20,19398
27-Jan-08,21,18916
27-Jan-08,22,18264
27-Jan-08,23,17340
27-Jan-08,24,16314
28-Jan-08,1,15860
28-Jan-08,2,15497
28-Jan-08,3,15372
28-Jan-08,4,15445
28-Jan-08,5,15575
28-Jan-08,6,16240
28-Jan-08,7,17729
28-Jan-08,8,19713
28-Jan-08,9,20010
28-Jan-08,10,20097
28-Jan-08,11,20276
28-Jan-08,12,20224
28-Jan-08,13,20075
28-Jan-08,14,19906
28-Jan-08,15,19701
28-Jan-08,16,19521
28-Jan-08,17,20017
28-Jan-08,18,20998
28-Jan-08,19,21402
28-Jan-08,20,20928
28-Jan-08,21,20334
28-Jan-08,22,19355
28-Jan-08,23,18186
28-Jan-08,24,16922
29-Jan-08,1,16072
29-Jan-08,2,15735
29-Jan-08,3,15486
29-Jan-08,4,15256
29-Jan-08,5,15454
29-Jan-08,6,15955
29-Jan-08,7,17212
29-Jan-08,8,19052
29-Jan-08,9,19383
29-Jan-08,10,19398
29-Jan-08,11,19574
29-Jan-08,12,19505
29-Jan-08,13,19466
29-Jan-08,14,19441
29-Jan-08,15,19326
29-Jan-08,16,19558
29-Jan-08,17,20154
29-Jan-08,18,20862
29-Jan-08,19,20890
29-Jan-08,20,20250
29-Jan-08,21,19852
29-Jan-08,22,18923
29-Jan-08,23,17787
29-Jan-08,24,16588
30-Jan-08,1,15602
30-Jan-08,2,15087
30-Jan-08,3,14882
30-Jan-08,4,14900
30-Jan-08,5,15163
30-Jan-08,6,15932
30-Jan-08,7,17605
30-Jan-08,8,19505
30-Jan-08,9,20084
30-Jan-08,10,20505
30-Jan-08,11,20737
30-Jan-08,12,20893
30-Jan-08,13,20906
30-Jan-08,14,21060
30-Jan-08,15,20889
30-Jan-08,16,21127
30-Jan-08,17,21438
30-Jan-08,18,22189
30-Jan-08,19,22782
30-Jan-08,20,22245
30-Jan-08,21,21641
30-Jan-08,22,20830
30-Jan-08,23,19716
30-Jan-08,24,18557
31-Jan-08,1,17665
31-Jan-08,2,17030
31-Jan-08,3,16867
31-Jan-08,4,16779
31-Jan-08,5,16995
31-Jan-08,6,17701
31-Jan-08,7,19062
31-Jan-08,8,20700
31-Jan-08,9,21036
31-Jan-08,10,20773
31-Jan-08,11,20613
31-Jan-08,12,20453
31-Jan-08,13,20253
31-Jan-08,14,20210
31-Jan-08,15,20054
31-Jan-08,16,20005
31-Jan-08,17,20442
31-Jan-08,18,21268
31-Jan-08,19,21741
31-Jan-08,20,21440
31-Jan-08,21,20773
31-Jan-08,22,20026
31-Jan-08,23,18972
31-Jan-08,24,17767
1-Feb-08,1,16971
1-Feb-08,2,16471
1-Feb-08,3,16241
1-Feb-08,4,16140
1-Feb-08,5,16337
1-Feb-08,6,16991
1-Feb-08,7,18428
1-Feb-08,8,19752
1-Feb-08,9,20374
1-Feb-08,10,20750
1-Feb-08,11,21293
1-Feb-08,12,21506
1-Feb-08,13,21361
1-Feb-08,14,20984
1-Feb-08,15,20717
1-Feb-08,16,20492
1-Feb-08,17,20462
1-Feb-08,18,21306
1-Feb-08,19,21798
1-Feb-08,20,20906
1-Feb-08,21,20204
1-Feb-08,22,19496
1-Feb-08,23,18398
1-Feb-08,24,17071
2-Feb-08,1,16380
2-Feb-08,2,15550
2-Feb-08,3,15240
2-Feb-08,4,14991
2-Feb-08,5,15074
2-Feb-08,6,15290
2-Feb-08,7,15854
2-Feb-08,8,16865
2-Feb-08,9,17569
2-Feb-08,10,18095
2-Feb-08,11,18477
2-Feb-08,12,18628
2-Feb-08,13,18331
2-Feb-08,14,18106
2-Feb-08,15,18040
2-Feb-08,16,17978
2-Feb-08,17,18402
2-Feb-08,18,19096
2-Feb-08,19,19548
2-Feb-08,20,18933
2-Feb-08,21,18478
2-Feb-08,22,17884
2-Feb-08,23,17051
2-Feb-08,24,16090
3-Feb-08,1,15346
3-Feb-08,2,14913
3-Feb-08,3,14617
3-Feb-08,4,14461
3-Feb-08,5,14395
3-Feb-08,6,14665
3-Feb-08,7,14878
3-Feb-08,8,15537
3-Feb-08,9,16183
3-Feb-08,10,16849
3-Feb-08,11,17138
3-Feb-08,12,17286
3-Feb-08,13,17403
3-Feb-08,14,17241
3-Feb-08,15,17248
3-Feb-08,16,17311
3-Feb-08,17,17832
3-Feb-08,18,18797
3-Feb-08,19,19063
3-Feb-08,20,18598
3-Feb-08,21,18225
3-Feb-08,22,17733
3-Feb-08,23,16835
3-Feb-08,24,16064
4-Feb-08,1,15325
4-Feb-08,2,15008
4-Feb-08,3,14764
4-Feb-08,4,14716
4-Feb-08,5,14924
4-Feb-08,6,15635
4-Feb-08,7,17354
4-Feb-08,8,19186
4-Feb-08,9,19430
4-Feb-08,10,19541
4-Feb-08,11,19640
4-Feb-08,12,19530
4-Feb-08,13,19274
4-Feb-08,14,19199
4-Feb-08,15,19122
4-Feb-08,16,19265
4-Feb-08,17,19928
4-Feb-08,18,20782
4-Feb-08,19,21124
4-Feb-08,20,20692
4-Feb-08,21,20297
4-Feb-08,22,19502
4-Feb-08,23,18231
4-Feb-08,24,16953
5-Feb-08,1,15919
5-Feb-08,2,15406
5-Feb-08,3,15190
5-Feb-08,4,15014
5-Feb-08,5,15007
5-Feb-08,6,15470
5-Feb-08,7,16931
5-Feb-08,8,18825
5-Feb-08,9,19136
5-Feb-08,10,19188
5-Feb-08,11,19304
5-Feb-08,12,19255
5-Feb-08,13,19159
5-Feb-08,14,19160
5-Feb-08,15,19016
5-Feb-08,16,19094
5-Feb-08,17,19625
5-Feb-08,18,20392
5-Feb-08,19,20697
5-Feb-08,20,20305
5-Feb-08,21,19728
5-Feb-08,22,18941
5-Feb-08,23,17817
5-Feb-08,24,16516
6-Feb-08,1,15738
6-Feb-08,2,15328
6-Feb-08,3,15286
6-Feb-08,4,15224
6-Feb-08,5,15524
6-Feb-08,6,16164
6-Feb-08,7,17580
6-Feb-08,8,19352
6-Feb-08,9,19748
6-Feb-08,10,19935
6-Feb-08,11,20126
6-Feb-08,12,20160
6-Feb-08,13,20166
6-Feb-08,14,20144
6-Feb-08,15,20095
6-Feb-08,16,20119
6-Feb-08,17,20605
6-Feb-08,18,21287
6-Feb-08,19,21287
6-Feb-08,20,21179
6-Feb-08,21,20558
6-Feb-08,22,19880
6-Feb-08,23,18711
6-Feb-08,24,17452
7-Feb-08,1,16552
7-Feb-08,2,16106
7-Feb-08,3,15898
7-Feb-08,4,15785
7-Feb-08,5,15909
7-Feb-08,6,16630
7-Feb-08,7,18185
7-Feb-08,8,19316
7-Feb-08,9,19584
7-Feb-08,10,19686
7-Feb-08,11,19816
7-Feb-08,12,19830
7-Feb-08,13,19588
7-Feb-08,14,19520
7-Feb-08,15,19349
7-Feb-08,16,19462
7-Feb-08,17,19755
7-Feb-08,18,20560
7-Feb-08,19,21217
7-Feb-08,20,20933
7-Feb-08,21,20519
7-Feb-08,22,19632
7-Feb-08,23,18476
7-Feb-08,24,17233
8-Feb-08,1,16437
8-Feb-08,2,15979
8-Feb-08,3,15690
8-Feb-08,4,15609
8-Feb-08,5,15800
8-Feb-08,6,16547
8-Feb-08,7,17955
8-Feb-08,8,19637
8-Feb-08,9,20044
8-Feb-08,10,19959
8-Feb-08,11,19986
8-Feb-08,12,19897
8-Feb-08,13,19585
8-Feb-08,14,19389
8-Feb-08,15,19193
8-Feb-08,16,19203
8-Feb-08,17,19514
8-Feb-08,18,20278
8-Feb-08,19,20898
8-Feb-08,20,20326
8-Feb-08,21,19723
8-Feb-08,22,19042
8-Feb-08,23,17918
8-Feb-08,24,16613
9-Feb-08,1,15656
9-Feb-08,2,15190
9-Feb-08,3,14953
9-Feb-08,4,14797
9-Feb-08,5,14889
9-Feb-08,6,15096
9-Feb-08,7,15730
9-Feb-08,8,16548
9-Feb-08,9,17349
9-Feb-08,10,18072
9-Feb-08,11,18375
9-Feb-08,12,18181
9-Feb-08,13,18111
9-Feb-08,14,17972
9-Feb-08,15,17842
9-Feb-08,16,17863
9-Feb-08,17,18248
9-Feb-08,18,18767
9-Feb-08,19,19347
9-Feb-08,20,18794
9-Feb-08,21,18151
9-Feb-08,22,17508
9-Feb-08,23,16704
9-Feb-08,24,15945
10-Feb-08,1,15137
10-Feb-08,2,14714
10-Feb-08,3,14415
10-Feb-08,4,14295
10-Feb-08,5,14387
10-Feb-08,6,14495
10-Feb-08,7,15064
10-Feb-08,8,15761
10-Feb-08,9,16485
10-Feb-08,10,17247
10-Feb-08,11,17669
10-Feb-08,12,17914
10-Feb-08,13,18085
10-Feb-08,14,18201
10-Feb-08,15,18209
10-Feb-08,16,18469
10-Feb-08,17,19141
10-Feb-08,18,20296
10-Feb-08,19,21222
10-Feb-08,20,21087
10-Feb-08,21,20624
10-Feb-08,22,20015
10-Feb-08,23,19089
10-Feb-08,24,18180
11-Feb-08,1,17492
11-Feb-08,2,17152
11-Feb-08,3,17009
11-Feb-08,4,17048
11-Feb-08,5,17309
11-Feb-08,6,17912
11-Feb-08,7,19433
11-Feb-08,8,21160
11-Feb-08,9,21558
11-Feb-08,10,21510
11-Feb-08,11,21525
11-Feb-08,12,21475
11-Feb-08,13,21224
11-Feb-08,14,21094
11-Feb-08,15,20886
11-Feb-08,16,20820
11-Feb-08,17,21390
11-Feb-08,18,22197
11-Feb-08,19,23054
11-Feb-08,20,22707
11-Feb-08,21,22085
11-Feb-08,22,21195
11-Feb-08,23,20044
11-Feb-08,24,18840
12-Feb-08,1,18036
12-Feb-08,2,17761
12-Feb-08,3,17536
12-Feb-08,4,17449
12-Feb-08,5,17670
12-Feb-08,6,18308
12-Feb-08,7,19649
12-Feb-08,8,21388
12-Feb-08,9,21655
12-Feb-08,10,21667
12-Feb-08,11,21780
12-Feb-08,12,21564
12-Feb-08,13,21397
12-Feb-08,14,21398
12-Feb-08,15,21276
12-Feb-08,16,21430
12-Feb-08,17,22013
12-Feb-08,18,22448
12-Feb-08,19,22888
12-Feb-08,20,22630
12-Feb-08,21,22165
12-Feb-08,22,21244
12-Feb-08,23,20042
12-Feb-08,24,18694
13-Feb-08,1,17798
13-Feb-08,2,17327
13-Feb-08,3,16992
13-Feb-08,4,16937
13-Feb-08,5,17017
13-Feb-08,6,17717
13-Feb-08,7,19020
13-Feb-08,8,20452
13-Feb-08,9,20681
13-Feb-08,10,20514
13-Feb-08,11,20506
13-Feb-08,12,20333
13-Feb-08,13,20187
13-Feb-08,14,19930
13-Feb-08,15,19792
13-Feb-08,16,19800
13-Feb-08,17,20238
13-Feb-08,18,20879
13-Feb-08,19,21683
13-Feb-08,20,21571
13-Feb-08,21,21086
13-Feb-08,22,20390
13-Feb-08,23,19161
13-Feb-08,24,17869
14-Feb-08,1,16906
14-Feb-08,2,16536
14-Feb-08,3,16197
14-Feb-08,4,16128
14-Feb-08,5,16393
14-Feb-08,6,17080
14-Feb-08,7,18489
14-Feb-08,8,20260
14-Feb-08,9,20411
14-Feb-08,10,20206
14-Feb-08,11,20180
14-Feb-08,12,20043
14-Feb-08,13,19775
14-Feb-08,14,19739
14-Feb-08,15,19729
14-Feb-08,16,19911
14-Feb-08,17,20323
14-Feb-08,18,20933
14-Feb-08,19,21316
14-Feb-08,20,21148
14-Feb-08,21,20574
14-Feb-08,22,19762
14-Feb-08,23,18602
14-Feb-08,24,17283
15-Feb-08,1,16580
15-Feb-08,2,16154
15-Feb-08,3,15859
15-Feb-08,4,15820
15-Feb-08,5,15980
15-Feb-08,6,16602
15-Feb-08,7,18022
15-Feb-08,8,19732
15-Feb-08,9,20115
15-Feb-08,10,19923
15-Feb-08,11,19869
15-Feb-08,12,20267
15-Feb-08,13,20020
15-Feb-08,14,19839
15-Feb-08,15,19685
15-Feb-08,16,19675
15-Feb-08,17,19981
15-Feb-08,18,20623
15-Feb-08,19,21358
15-Feb-08,20,21035
15-Feb-08,21,20603
15-Feb-08,22,19927
15-Feb-08,23,18960
15-Feb-08,24,17602
16-Feb-08,1,16509
16-Feb-08,2,16192
16-Feb-08,3,15994
16-Feb-08,4,15888
16-Feb-08,5,15878
16-Feb-08,6,16222
16-Feb-08,7,16712
16-Feb-08,8,17468
16-Feb-08,9,18248
16-Feb-08,10,18621
16-Feb-08,11,18655
16-Feb-08,12,18467
16-Feb-08,13,18206
16-Feb-08,14,17909
16-Feb-08,15,17650
16-Feb-08,16,17357
16-Feb-08,17,17692
16-Feb-08,18,18542
16-Feb-08,19,19602
16-Feb-08,20,19275
16-Feb-08,21,18760
16-Feb-08,22,18171
16-Feb-08,23,17372
16-Feb-08,24,16527
17-Feb-08,1,15788
17-Feb-08,2,15418
17-Feb-08,3,15108
17-Feb-08,4,15066
17-Feb-08,5,14885
17-Feb-08,6,15199
17-Feb-08,7,15536
17-Feb-08,8,15969
17-Feb-08,9,16632
17-Feb-08,10,17108
17-Feb-08,11,17526
17-Feb-08,12,18149
17-Feb-08,13,18250
17-Feb-08,14,18234
17-Feb-08,15,17958
17-Feb-08,16,18029
17-Feb-08,17,18376
17-Feb-08,18,18761
17-Feb-08,19,19167
17-Feb-08,20,18696
17-Feb-08,21,17913
17-Feb-08,22,17263
17-Feb-08,23,16513
17-Feb-08,24,15644
18-Feb-08,1,14921
18-Feb-08,2,14580
18-Feb-08,3,14387
18-Feb-08,4,14340
18-Feb-08,5,14478
18-Feb-08,6,14851
18-Feb-08,7,15446
18-Feb-08,8,15970
18-Feb-08,9,16531
18-Feb-08,10,17569
18-Feb-08,11,18347
18-Feb-08,12,18599
18-Feb-08,13,18627
18-Feb-08,14,18404
18-Feb-08,15,18237
18-Feb-08,16,17925
18-Feb-08,17,18501
18-Feb-08,18,19298
18-Feb-08,19,19779
18-Feb-08,20,19487
18-Feb-08,21,18970
18-Feb-08,22,18391
18-Feb-08,23,17515
18-Feb-08,24,16500
19-Feb-08,1,15978
19-Feb-08,2,15642
19-Feb-08,3,15579
19-Feb-08,4,15596
19-Feb-08,5,15897
19-Feb-08,6,16645
19-Feb-08,7,18052
19-Feb-08,8,19809
19-Feb-08,9,20063
19-Feb-08,10,20120
19-Feb-08,11,20333
19-Feb-08,12,20211
19-Feb-08,13,20098
19-Feb-08,14,19939
19-Feb-08,15,19843
19-Feb-08,16,20002
19-Feb-08,17,20566
19-Feb-08,18,21075
19-Feb-08,19,21873
19-Feb-08,20,21601
19-Feb-08,21,21044
19-Feb-08,22,20240
19-Feb-08,23,19155
19-Feb-08,24,17894
20-Feb-08,1,17141
20-Feb-08,2,16809
20-Feb-08,3,16626
20-Feb-08,4,16573
20-Feb-08,5,16716
20-Feb-08,6,17487
20-Feb-08,7,18925
20-Feb-08,8,20327
20-Feb-08,9,20567
20-Feb-08,10,20427
20-Feb-08,11,20369
20-Feb-08,12,20413
20-Feb-08,13,20157
20-Feb-08,14,20193
20-Feb-08,15,19958
20-Feb-08,16,19960
20-Feb-08,17,20442
20-Feb-08,18,20914
20-Feb-08,19,21949
20-Feb-08,20,21614
20-Feb-08,21,21285
20-Feb-08,22,20404
20-Feb-08,23,19227
20-Feb-08,24,18009
21-Feb-08,1,17073
21-Feb-08,2,16902
21-Feb-08,3,16789
21-Feb-08,4,16694
21-Feb-08,5,16833
21-Feb-08,6,17508
21-Feb-08,7,19094
21-Feb-08,8,20519
21-Feb-08,9,20703
21-Feb-08,10,20610
21-Feb-08,11,20629
21-Feb-08,12,20326
21-Feb-08,13,20281
21-Feb-08,14,20070
21-Feb-08,15,19932
21-Feb-08,16,19841
21-Feb-08,17,20377
21-Feb-08,18,21003
21-Feb-08,19,21754
21-Feb-08,20,21547
21-Feb-08,21,21002
21-Feb-08,22,20141
21-Feb-08,23,19092
21-Feb-08,24,17809
22-Feb-08,1,17063
22-Feb-08,2,16814
22-Feb-08,3,16470
22-Feb-08,4,16390
22-Feb-08,5,16614
22-Feb-08,6,17244
22-Feb-08,7,18536
22-Feb-08,8,20081
22-Feb-08,9,20550
22-Feb-08,10,20605
22-Feb-08,11,20523
22-Feb-08,12,20212
22-Feb-08,13,19762
22-Feb-08,14,19672
22-Feb-08,15,19489
22-Feb-08,16,19324
22-Feb-08,17,19543
22-Feb-08,18,20059
22-Feb-08,19,20670
22-Feb-08,20,20609
22-Feb-08,21,20221
22-Feb-08,22,19432
22-Feb-08,23,18389
22-Feb-08,24,17148
23-Feb-08,1,16323
23-Feb-08,2,15979
23-Feb-08,3,15774
23-Feb-08,4,15676
23-Feb-08,5,15701
23-Feb-08,6,16104
23-Feb-08,7,16746
23-Feb-08,8,17402
23-Feb-08,9,18149
23-Feb-08,10,18409
23-Feb-08,11,18443
23-Feb-08,12,18373
23-Feb-08,13,18092
23-Feb-08,14,17696
23-Feb-08,15,17337
23-Feb-08,16,17261
23-Feb-08,17,17576
23-Feb-08,18,18166
23-Feb-08,19,18890
23-Feb-08,20,18794
23-Feb-08,21,18320
23-Feb-08,22,17769
23-Feb-08,23,17056
23-Feb-08,24,16293
24-Feb-08,1,15679
24-Feb-08,2,15312
24-Feb-08,3,15026
24-Feb-08,4,14966
24-Feb-08,5,15017
24-Feb-08,6,15261
24-Feb-08,7,15635
24-Feb-08,8,16130
24-Feb-08,9,16788
24-Feb-08,10,17129
24-Feb-08,11,17284
24-Feb-08,12,17424
24-Feb-08,13,17355
24-Feb-08,14,17073
24-Feb-08,15,16769
24-Feb-08,16,16816
24-Feb-08,17,17168
24-Feb-08,18,17868
24-Feb-08,19,18711
24-Feb-08,20,18813
24-Feb-08,21,18524
24-Feb-08,22,17936
24-Feb-08,23,16910
24-Feb-08,24,16103
25-Feb-08,1,15585
25-Feb-08,2,15280
25-Feb-08,3,15060
25-Feb-08,4,15100
25-Feb-08,5,15377
25-Feb-08,6,16218
25-Feb-08,7,17644
25-Feb-08,8,19095
25-Feb-08,9,19513
25-Feb-08,10,19468
25-Feb-08,11,19512
25-Feb-08,12,19582
25-Feb-08,13,19364
25-Feb-08,14,19434
25-Feb-08,15,19346
25-Feb-08,16,19466
25-Feb-08,17,19850
25-Feb-08,18,20471
25-Feb-08,19,20932
25-Feb-08,20,20919
25-Feb-08,21,20172
25-Feb-08,22,19340
25-Feb-08,23,18190
25-Feb-08,24,16791
26-Feb-08,1,15999
26-Feb-08,2,15493
26-Feb-08,3,15254
26-Feb-08,4,15175
26-Feb-08,5,15350
26-Feb-08,6,15985
26-Feb-08,7,17451
26-Feb-08,8,19068
26-Feb-08,9,19583
26-Feb-08,10,19734
26-Feb-08,11,19858
26-Feb-08,12,19868
26-Feb-08,13,19696
26-Feb-08,14,19661
26-Feb-08,15,19597
26-Feb-08,16,19546
26-Feb-08,17,19993
26-Feb-08,18,20425
26-Feb-08,19,20936
26-Feb-08,20,20856
26-Feb-08,21,20485
26-Feb-08,22,19745
26-Feb-08,23,18637
26-Feb-08,24,17218
27-Feb-08,1,16564
27-Feb-08,2,16220
27-Feb-08,3,16106
27-Feb-08,4,16098
27-Feb-08,5,16395
27-Feb-08,6,17067
27-Feb-08,7,18484
27-Feb-08,8,20235
27-Feb-08,9,20678
27-Feb-08,10,20753
27-Feb-08,11,20700
27-Feb-08,12,20533
27-Feb-08,13,20279
27-Feb-08,14,20221
27-Feb-08,15,20151
27-Feb-08,16,20284
27-Feb-08,17,20675
27-Feb-08,18,21272
27-Feb-08,19,22032
