Date,Hour,Ontario Demand
19-Jun-02,15,19239
19-Jun-02,16,19675
19-Jun-02,17,19610
19-Jun-02,18,19129
19-Jun-02,19,18639
19-Jun-02,20,18306
19-Jun-02,21,18385
19-Jun-02,22,17486
19-Jun-02,23,15752
19-Jun-02,24,14291
20-Jun-02,1,13765
20-Jun-02,2,13369
20-Jun-02,3,13099
20-Jun-02,4,13055
20-Jun-02,5,13469
20-Jun-02,6,14587
20-Jun-02,7,16568
20-Jun-02,8,17907
20-Jun-02,9,18746
20-Jun-02,10,19696
20-Jun-02,11,20130
20-Jun-02,12,20443
20-Jun-02,13,20782
20-Jun-02,14,20961
20-Jun-02,15,21220
20-Jun-02,16,21667
20-Jun-02,17,21506
20-Jun-02,18,21113
20-Jun-02,19,20738
20-Jun-02,20,20358
20-Jun-02,21,20402
20-Jun-02,22,19251
20-Jun-02,23,17382
20-Jun-02,24,15833
21-Jun-02,1,15092
21-Jun-02,2,14678
21-Jun-02,3,14376
21-Jun-02,4,14241
21-Jun-02,5,14498
21-Jun-02,6,15478
21-Jun-02,7,17582
21-Jun-02,8,19263
21-Jun-02,9,20107
21-Jun-02,10,20938
21-Jun-02,11,21686
21-Jun-02,12,22068
21-Jun-02,13,22272
21-Jun-02,14,22204
21-Jun-02,15,21836
21-Jun-02,16,21344
21-Jun-02,17,20972
21-Jun-02,18,20404
21-Jun-02,19,19880
21-Jun-02,20,19443
21-Jun-02,21,19263
21-Jun-02,22,18437
21-Jun-02,23,17024
21-Jun-02,24,15377
22-Jun-02,1,14463
22-Jun-02,2,14095
22-Jun-02,3,13632
22-Jun-02,4,13428
22-Jun-02,5,13413
22-Jun-02,6,13582
22-Jun-02,7,14621
22-Jun-02,8,16042
22-Jun-02,9,17082
22-Jun-02,10,17780
22-Jun-02,11,18140
22-Jun-02,12,18319
22-Jun-02,13,18404
22-Jun-02,14,18323
22-Jun-02,15,18361
22-Jun-02,16,18583
22-Jun-02,17,18714
22-Jun-02,18,18521
22-Jun-02,19,18014
22-Jun-02,20,17694
22-Jun-02,21,17630
22-Jun-02,22,17139
22-Jun-02,23,16092
22-Jun-02,24,14898
23-Jun-02,1,14175
23-Jun-02,2,13795
23-Jun-02,3,13367
23-Jun-02,4,13089
23-Jun-02,5,12919
23-Jun-02,6,12892
23-Jun-02,7,13738
23-Jun-02,8,15193
23-Jun-02,9,16634
23-Jun-02,10,18182
23-Jun-02,11,19121
23-Jun-02,12,19680
23-Jun-02,13,19954
23-Jun-02,14,19987
23-Jun-02,15,20486
23-Jun-02,16,20635
23-Jun-02,17,20457
23-Jun-02,18,20119
23-Jun-02,19,19893
23-Jun-02,20,19849
23-Jun-02,21,20040
23-Jun-02,22,19426
23-Jun-02,23,17973
23-Jun-02,24,16704
24-Jun-02,1,15915
24-Jun-02,2,15436
24-Jun-02,3,15072
24-Jun-02,4,15106
24-Jun-02,5,15303
24-Jun-02,6,16345
24-Jun-02,7,18474
24-Jun-02,8,19887
24-Jun-02,9,20411
24-Jun-02,10,20873
24-Jun-02,11,21045
24-Jun-02,12,20768
24-Jun-02,13,20575
24-Jun-02,14,20513
24-Jun-02,15,20404
24-Jun-02,16,20698
24-Jun-02,17,20552
24-Jun-02,18,19911
24-Jun-02,19,19305
24-Jun-02,20,19040
24-Jun-02,21,19112
24-Jun-02,22,18198
24-Jun-02,23,16567
24-Jun-02,24,15278
25-Jun-02,1,14423
25-Jun-02,2,13987
25-Jun-02,3,13728
25-Jun-02,4,13677
25-Jun-02,5,13815
25-Jun-02,6,15063
25-Jun-02,7,17213
25-Jun-02,8,18719
25-Jun-02,9,19406
25-Jun-02,10,20698
25-Jun-02,11,21232
25-Jun-02,12,21466
25-Jun-02,13,22199
25-Jun-02,14,22531
25-Jun-02,15,22803
25-Jun-02,16,23201
25-Jun-02,17,23349
25-Jun-02,18,22771
25-Jun-02,19,22292
25-Jun-02,20,21870
25-Jun-02,21,21776
25-Jun-02,22,20817
25-Jun-02,23,19032
25-Jun-02,24,17479
26-Jun-02,1,16499
26-Jun-02,2,15941
26-Jun-02,3,15535
26-Jun-02,4,15454
26-Jun-02,5,15642
26-Jun-02,6,16914
26-Jun-02,7,18953
26-Jun-02,8,20209
26-Jun-02,9,20833
26-Jun-02,10,21709
26-Jun-02,11,22552
26-Jun-02,12,22599
26-Jun-02,13,22842
26-Jun-02,14,23089
26-Jun-02,15,23232
26-Jun-02,16,23578
26-Jun-02,17,23393
26-Jun-02,18,22974
26-Jun-02,19,22045
26-Jun-02,20,21669
26-Jun-02,21,21277
26-Jun-02,22,19991
26-Jun-02,23,18383
26-Jun-02,24,17004
27-Jun-02,1,16115
27-Jun-02,2,15646
27-Jun-02,3,15066
27-Jun-02,4,14883
27-Jun-02,5,15091
27-Jun-02,6,16351
27-Jun-02,7,18477
27-Jun-02,8,20184
27-Jun-02,9,21277
27-Jun-02,10,21892
27-Jun-02,11,22324
27-Jun-02,12,22201
27-Jun-02,13,22275
27-Jun-02,14,22145
27-Jun-02,15,22219
27-Jun-02,16,22084
27-Jun-02,17,21751
27-Jun-02,18,21204
27-Jun-02,19,20487
27-Jun-02,20,19893
27-Jun-02,21,19830
27-Jun-02,22,18851
27-Jun-02,23,17263
27-Jun-02,24,15820
28-Jun-02,1,14903
28-Jun-02,2,14450
28-Jun-02,3,14116
28-Jun-02,4,13930
28-Jun-02,5,14223
28-Jun-02,6,15402
28-Jun-02,7,17143
28-Jun-02,8,18493
28-Jun-02,9,19600
28-Jun-02,10,20351
28-Jun-02,11,20834
28-Jun-02,12,21012
28-Jun-02,13,21151
28-Jun-02,14,21187
28-Jun-02,15,21171
28-Jun-02,16,21381
28-Jun-02,17,21282
28-Jun-02,18,20957
28-Jun-02,19,20469
28-Jun-02,20,19816
28-Jun-02,21,19616
28-Jun-02,22,18664
28-Jun-02,23,16992
28-Jun-02,24,15640
29-Jun-02,1,14725
29-Jun-02,2,13962
29-Jun-02,3,13604
29-Jun-02,4,13351
29-Jun-02,5,13251
29-Jun-02,6,13381
29-Jun-02,7,14333
29-Jun-02,8,15552
29-Jun-02,9,16976
29-Jun-02,10,17804
29-Jun-02,11,18435
29-Jun-02,12,18955
29-Jun-02,13,19077
29-Jun-02,14,19280
29-Jun-02,15,19398
29-Jun-02,16,19482
29-Jun-02,17,19576
29-Jun-02,18,19159
29-Jun-02,19,18524
29-Jun-02,20,18004
29-Jun-02,21,18134
29-Jun-02,22,17583
29-Jun-02,23,16415
29-Jun-02,24,15361
30-Jun-02,1,14715
30-Jun-02,2,14091
30-Jun-02,3,13514
30-Jun-02,4,13346
30-Jun-02,5,13146
30-Jun-02,6,12981
30-Jun-02,7,13765
30-Jun-02,8,15233
30-Jun-02,9,16681
30-Jun-02,10,17846
30-Jun-02,11,18635
30-Jun-02,12,19407
30-Jun-02,13,19527
30-Jun-02,14,19654
30-Jun-02,15,19771
30-Jun-02,16,19933
30-Jun-02,17,20077
30-Jun-02,18,19757
30-Jun-02,19,19438
30-Jun-02,20,19102
30-Jun-02,21,18957
30-Jun-02,22,18482
30-Jun-02,23,17225
30-Jun-02,24,16282
1-Jul-02,1,15347
1-Jul-02,2,14646
1-Jul-02,3,14301
1-Jul-02,4,14081
1-Jul-02,5,13908
1-Jul-02,6,13805
1-Jul-02,7,14685
1-Jul-02,8,15992
1-Jul-02,9,17670
1-Jul-02,10,19242
1-Jul-02,11,20263
1-Jul-02,12,20766
1-Jul-02,13,20993
1-Jul-02,14,21175
1-Jul-02,15,21300
1-Jul-02,16,21519
1-Jul-02,17,21736
1-Jul-02,18,21511
1-Jul-02,19,21207
1-Jul-02,20,20885
1-Jul-02,21,20988
1-Jul-02,22,20556
1-Jul-02,23,19369
1-Jul-02,24,18262
2-Jul-02,1,17617
2-Jul-02,2,16747
2-Jul-02,3,16483
2-Jul-02,4,16361
2-Jul-02,5,16581
2-Jul-02,6,17488
2-Jul-02,7,19631
2-Jul-02,8,21397
2-Jul-02,9,22474
2-Jul-02,10,23331
2-Jul-02,11,23890
2-Jul-02,12,24293
2-Jul-02,13,24847
2-Jul-02,14,24788
2-Jul-02,15,24795
2-Jul-02,16,24815
2-Jul-02,17,24734
2-Jul-02,18,24393
2-Jul-02,19,23817
2-Jul-02,20,23641
2-Jul-02,21,23455
2-Jul-02,22,22782
2-Jul-02,23,20824
2-Jul-02,24,19343
3-Jul-02,1,18554
3-Jul-02,2,18017
3-Jul-02,3,17555
3-Jul-02,4,17196
3-Jul-02,5,17042
3-Jul-02,6,17737
3-Jul-02,7,19804
3-Jul-02,8,21502
3-Jul-02,9,22804
3-Jul-02,10,23877
3-Jul-02,11,24427
3-Jul-02,12,24659
3-Jul-02,13,24953
3-Jul-02,14,25046
3-Jul-02,15,25136
3-Jul-02,16,25226
3-Jul-02,17,25139
3-Jul-02,18,24504
3-Jul-02,19,23962
3-Jul-02,20,23535
3-Jul-02,21,23549
3-Jul-02,22,22589
3-Jul-02,23,21078
3-Jul-02,24,19530
4-Jul-02,1,18606
4-Jul-02,2,17881
4-Jul-02,3,17190
4-Jul-02,4,16984
4-Jul-02,5,17053
4-Jul-02,6,17964
4-Jul-02,7,19807
4-Jul-02,8,21405
4-Jul-02,9,22570
4-Jul-02,10,23475
4-Jul-02,11,23930
4-Jul-02,12,24221
4-Jul-02,13,24327
4-Jul-02,14,24206
4-Jul-02,15,24102
4-Jul-02,16,24156
4-Jul-02,17,23987
4-Jul-02,18,23409
4-Jul-02,19,22564
4-Jul-02,20,21679
4-Jul-02,21,21024
4-Jul-02,22,19819
4-Jul-02,23,18033
4-Jul-02,24,16517
5-Jul-02,1,15559
5-Jul-02,2,14914
5-Jul-02,3,14443
5-Jul-02,4,14309
5-Jul-02,5,14426
5-Jul-02,6,15182
5-Jul-02,7,16424
5-Jul-02,8,17659
5-Jul-02,9,18427
5-Jul-02,10,19067
5-Jul-02,11,19374
5-Jul-02,12,19480
5-Jul-02,13,19540
5-Jul-02,14,19585
5-Jul-02,15,19621
5-Jul-02,16,19632
5-Jul-02,17,19477
5-Jul-02,18,19032
5-Jul-02,19,18519
5-Jul-02,20,17968
5-Jul-02,21,17777
5-Jul-02,22,17126
5-Jul-02,23,15858
5-Jul-02,24,14696
6-Jul-02,1,13890
6-Jul-02,2,13452
6-Jul-02,3,13224
6-Jul-02,4,13045
6-Jul-02,5,12955
6-Jul-02,6,13070
6-Jul-02,7,14184
6-Jul-02,8,15459
6-Jul-02,9,16564
6-Jul-02,10,17399
6-Jul-02,11,17864
6-Jul-02,12,18054
6-Jul-02,13,18113
6-Jul-02,14,18097
6-Jul-02,15,18172
6-Jul-02,16,18314
6-Jul-02,17,18347
6-Jul-02,18,17940
6-Jul-02,19,17413
6-Jul-02,20,16974
6-Jul-02,21,17065
6-Jul-02,22,16469
6-Jul-02,23,15374
6-Jul-02,24,14288
7-Jul-02,1,13454
7-Jul-02,2,13077
7-Jul-02,3,12704
7-Jul-02,4,12539
7-Jul-02,5,12375
7-Jul-02,6,12348
7-Jul-02,7,13095
7-Jul-02,8,14235
7-Jul-02,9,15525
7-Jul-02,10,16629
7-Jul-02,11,17225
7-Jul-02,12,17662
7-Jul-02,13,17918
7-Jul-02,14,18082
7-Jul-02,15,18455
7-Jul-02,16,18915
7-Jul-02,17,19032
7-Jul-02,18,18992
7-Jul-02,19,18751
7-Jul-02,20,18497
7-Jul-02,21,18762
7-Jul-02,22,18355
7-Jul-02,23,17104
7-Jul-02,24,15998
8-Jul-02,1,15224
8-Jul-02,2,14769
8-Jul-02,3,14501
8-Jul-02,4,14448
8-Jul-02,5,14598
8-Jul-02,6,15429
8-Jul-02,7,17391
8-Jul-02,8,19262
8-Jul-02,9,20335
8-Jul-02,10,21393
8-Jul-02,11,22168
8-Jul-02,12,22568
8-Jul-02,13,23016
8-Jul-02,14,23149
8-Jul-02,15,23076
8-Jul-02,16,23253
8-Jul-02,17,23405
8-Jul-02,18,22627
8-Jul-02,19,22010
8-Jul-02,20,21564
8-Jul-02,21,21452
8-Jul-02,22,20336
8-Jul-02,23,18657
8-Jul-02,24,17344
9-Jul-02,1,16550
9-Jul-02,2,16053
9-Jul-02,3,15720
9-Jul-02,4,15403
9-Jul-02,5,15698
9-Jul-02,6,16550
9-Jul-02,7,18083
9-Jul-02,8,19316
9-Jul-02,9,20187
9-Jul-02,10,20872
9-Jul-02,11,21311
9-Jul-02,12,21540
9-Jul-02,13,21652
9-Jul-02,14,21944
9-Jul-02,15,22073
9-Jul-02,16,22313
9-Jul-02,17,22386
9-Jul-02,18,21986
9-Jul-02,19,21494
9-Jul-02,20,20696
9-Jul-02,21,20473
9-Jul-02,22,19410
9-Jul-02,23,17738
9-Jul-02,24,15955
10-Jul-02,1,15055
10-Jul-02,2,14542
10-Jul-02,3,14049
10-Jul-02,4,13749
10-Jul-02,5,14007
10-Jul-02,6,14995
10-Jul-02,7,16604
10-Jul-02,8,17983
10-Jul-02,9,18597
10-Jul-02,10,19195
10-Jul-02,11,19402
10-Jul-02,12,19436
10-Jul-02,13,19644
10-Jul-02,14,19857
10-Jul-02,15,19783
10-Jul-02,16,19850
10-Jul-02,17,19867
10-Jul-02,18,19344
10-Jul-02,19,18742
10-Jul-02,20,18308
10-Jul-02,21,18262
10-Jul-02,22,17294
10-Jul-02,23,15918
10-Jul-02,24,14701
11-Jul-02,1,14175
11-Jul-02,2,13655
11-Jul-02,3,13451
11-Jul-02,4,13390
11-Jul-02,5,13651
11-Jul-02,6,14531
11-Jul-02,7,16007
11-Jul-02,8,17316
11-Jul-02,9,18142
11-Jul-02,10,18737
11-Jul-02,11,19017
11-Jul-02,12,18823
11-Jul-02,13,18912
11-Jul-02,14,19081
11-Jul-02,15,19136
11-Jul-02,16,19312
11-Jul-02,17,19342
11-Jul-02,18,19060
11-Jul-02,19,18629
11-Jul-02,20,18193
11-Jul-02,21,18354
11-Jul-02,22,17665
11-Jul-02,23,16196
11-Jul-02,24,14982
12-Jul-02,1,14205
12-Jul-02,2,13685
12-Jul-02,3,13461
12-Jul-02,4,13365
12-Jul-02,5,13668
12-Jul-02,6,14478
12-Jul-02,7,16029
12-Jul-02,8,17429
12-Jul-02,9,18393
12-Jul-02,10,19114
12-Jul-02,11,19429
12-Jul-02,12,19682
12-Jul-02,13,19725
12-Jul-02,14,19821
12-Jul-02,15,20005
12-Jul-02,16,20083
12-Jul-02,17,20059
12-Jul-02,18,19820
12-Jul-02,19,19258
12-Jul-02,20,18790
12-Jul-02,21,18643
12-Jul-02,22,17804
12-Jul-02,23,16314
12-Jul-02,24,15065
13-Jul-02,1,14193
13-Jul-02,2,13675
13-Jul-02,3,13324
13-Jul-02,4,13068
13-Jul-02,5,13082
13-Jul-02,6,13374
13-Jul-02,7,14363
13-Jul-02,8,15616
13-Jul-02,9,17010
13-Jul-02,10,17873
13-Jul-02,11,18414
13-Jul-02,12,18585
13-Jul-02,13,18669
13-Jul-02,14,18812
13-Jul-02,15,18921
13-Jul-02,16,18956
13-Jul-02,17,19200
13-Jul-02,18,18947
13-Jul-02,19,18592
13-Jul-02,20,18108
13-Jul-02,21,18067
13-Jul-02,22,17507
13-Jul-02,23,16320
13-Jul-02,24,15048
14-Jul-02,1,14504
14-Jul-02,2,13994
14-Jul-02,3,13534
14-Jul-02,4,13300
14-Jul-02,5,13165
14-Jul-02,6,13054
14-Jul-02,7,13872
14-Jul-02,8,15040
14-Jul-02,9,16363
14-Jul-02,10,17500
14-Jul-02,11,18335
14-Jul-02,12,18953
14-Jul-02,13,19150
14-Jul-02,14,19377
14-Jul-02,15,19777
14-Jul-02,16,20109
14-Jul-02,17,20363
14-Jul-02,18,20222
14-Jul-02,19,19897
14-Jul-02,20,19556
14-Jul-02,21,19891
14-Jul-02,22,19237
14-Jul-02,23,17784
14-Jul-02,24,16712
15-Jul-02,1,15888
15-Jul-02,2,15451
15-Jul-02,3,15140
15-Jul-02,4,15018
15-Jul-02,5,15296
15-Jul-02,6,16318
15-Jul-02,7,18008
15-Jul-02,8,19665
15-Jul-02,9,20940
15-Jul-02,10,22003
15-Jul-02,11,22614
15-Jul-02,12,23085
15-Jul-02,13,23277
15-Jul-02,14,23438
15-Jul-02,15,23709
15-Jul-02,16,23840
15-Jul-02,17,23793
15-Jul-02,18,23310
15-Jul-02,19,22712
15-Jul-02,20,21910
15-Jul-02,21,21860
15-Jul-02,22,20737
15-Jul-02,23,19055
15-Jul-02,24,17349
16-Jul-02,1,16486
16-Jul-02,2,15838
16-Jul-02,3,15474
16-Jul-02,4,15214
16-Jul-02,5,15308
16-Jul-02,6,15827
16-Jul-02,7,17775
16-Jul-02,8,19371
16-Jul-02,9,20634
16-Jul-02,10,21527
16-Jul-02,11,21762
16-Jul-02,12,22538
16-Jul-02,13,22421
16-Jul-02,14,22948
16-Jul-02,15,23424
16-Jul-02,16,23834
16-Jul-02,17,23922
16-Jul-02,18,23740
16-Jul-02,19,22993
16-Jul-02,20,22785
16-Jul-02,21,22891
16-Jul-02,22,21921
16-Jul-02,23,20242
16-Jul-02,24,18727
17-Jul-02,1,17746
17-Jul-02,2,16899
17-Jul-02,3,16600
17-Jul-02,4,16399
17-Jul-02,5,16530
17-Jul-02,6,17354
17-Jul-02,7,19188
17-Jul-02,8,20884
17-Jul-02,9,22293
17-Jul-02,10,23232
17-Jul-02,11,24029
17-Jul-02,12,24381
17-Jul-02,13,24811
17-Jul-02,14,24925
17-Jul-02,15,24918
17-Jul-02,16,25001
17-Jul-02,17,24919
17-Jul-02,18,24348
17-Jul-02,19,23694
17-Jul-02,20,23205
17-Jul-02,21,23189
17-Jul-02,22,22049
17-Jul-02,23,20520
17-Jul-02,24,19042
18-Jul-02,1,18151
18-Jul-02,2,17511
18-Jul-02,3,17069
18-Jul-02,4,16929
18-Jul-02,5,17036
18-Jul-02,6,17594
18-Jul-02,7,18963
18-Jul-02,8,20421
18-Jul-02,9,21226
18-Jul-02,10,21890
18-Jul-02,11,22579
18-Jul-02,12,22909
18-Jul-02,13,23221
18-Jul-02,14,23028
18-Jul-02,15,22486
18-Jul-02,16,22317
18-Jul-02,17,22093
18-Jul-02,18,21802
18-Jul-02,19,21260
18-Jul-02,20,20828
18-Jul-02,21,20776
18-Jul-02,22,19854
18-Jul-02,23,18299
18-Jul-02,24,17122
19-Jul-02,1,16161
19-Jul-02,2,15642
19-Jul-02,3,15312
19-Jul-02,4,15271
19-Jul-02,5,15380
19-Jul-02,6,16331
19-Jul-02,7,17783
19-Jul-02,8,19169
19-Jul-02,9,19979
19-Jul-02,10,20689
19-Jul-02,11,21213
19-Jul-02,12,21476
19-Jul-02,13,21662
19-Jul-02,14,21841
19-Jul-02,15,21880
19-Jul-02,16,22017
19-Jul-02,17,21862
19-Jul-02,18,21349
19-Jul-02,19,20594
19-Jul-02,20,19792
19-Jul-02,21,19460
19-Jul-02,22,18490
19-Jul-02,23,17080
19-Jul-02,24,15794
20-Jul-02,1,14904
20-Jul-02,2,14366
20-Jul-02,3,13990
20-Jul-02,4,13767
20-Jul-02,5,13705
20-Jul-02,6,13858
20-Jul-02,7,14970
20-Jul-02,8,16379
20-Jul-02,9,17581
20-Jul-02,10,18548
20-Jul-02,11,19215
20-Jul-02,12,19400
20-Jul-02,13,19466
20-Jul-02,14,19471
20-Jul-02,15,19604
20-Jul-02,16,19791
20-Jul-02,17,20022
20-Jul-02,18,19822
20-Jul-02,19,19252
20-Jul-02,20,18583
20-Jul-02,21,18619
20-Jul-02,22,18118
20-Jul-02,23,16801
20-Jul-02,24,15737
21-Jul-02,1,15039
21-Jul-02,2,14478
21-Jul-02,3,14151
21-Jul-02,4,13922
21-Jul-02,5,13687
21-Jul-02,6,13504
21-Jul-02,7,14172
21-Jul-02,8,15860
21-Jul-02,9,17158
21-Jul-02,10,18221
21-Jul-02,11,19292
21-Jul-02,12,19726
21-Jul-02,13,19966
21-Jul-02,14,20002
21-Jul-02,15,19904
21-Jul-02,16,20075
21-Jul-02,17,20305
21-Jul-02,18,19906
21-Jul-02,19,19635
21-Jul-02,20,19692
21-Jul-02,21,20116
21-Jul-02,22,19591
21-Jul-02,23,18208
21-Jul-02,24,17012
22-Jul-02,1,16353
22-Jul-02,2,16039
22-Jul-02,3,15705
22-Jul-02,4,15657
22-Jul-02,5,16011
22-Jul-02,6,16993
22-Jul-02,7,19084
22-Jul-02,8,21125
22-Jul-02,9,22641
22-Jul-02,10,23697
22-Jul-02,11,24363
22-Jul-02,12,24613
22-Jul-02,13,24143
22-Jul-02,14,23466
22-Jul-02,15,23335
22-Jul-02,16,23304
22-Jul-02,17,23112
22-Jul-02,18,22502
22-Jul-02,19,21809
22-Jul-02,20,21721
22-Jul-02,21,21793
22-Jul-02,22,20416
22-Jul-02,23,18773
22-Jul-02,24,17499
23-Jul-02,1,16713
23-Jul-02,2,16204
23-Jul-02,3,15553
23-Jul-02,4,15447
23-Jul-02,5,15622
23-Jul-02,6,16417
23-Jul-02,7,17730
23-Jul-02,8,19248
23-Jul-02,9,20016
23-Jul-02,10,20615
23-Jul-02,11,20828
23-Jul-02,12,20947
23-Jul-02,13,21026
23-Jul-02,14,21099
23-Jul-02,15,20920
23-Jul-02,16,21053
23-Jul-02,17,20991
23-Jul-02,18,20393
23-Jul-02,19,19420
23-Jul-02,20,19082
23-Jul-02,21,18995
23-Jul-02,22,17682
23-Jul-02,23,16352
23-Jul-02,24,15153
24-Jul-02,1,14375
24-Jul-02,2,13941
24-Jul-02,3,13751
24-Jul-02,4,13678
24-Jul-02,5,13929
24-Jul-02,6,14711
24-Jul-02,7,16334
24-Jul-02,8,17597
24-Jul-02,9,18211
24-Jul-02,10,18671
24-Jul-02,11,18993
24-Jul-02,12,19109
24-Jul-02,13,19374
24-Jul-02,14,19381
24-Jul-02,15,19442
24-Jul-02,16,19616
24-Jul-02,17,19667
24-Jul-02,18,19160
24-Jul-02,19,18723
24-Jul-02,20,18338
24-Jul-02,21,18391
24-Jul-02,22,17477
24-Jul-02,23,16360
24-Jul-02,24,14946
25-Jul-02,1,14431
25-Jul-02,2,13923
25-Jul-02,3,13546
25-Jul-02,4,13456
25-Jul-02,5,13615
25-Jul-02,6,14533
25-Jul-02,7,16058
25-Jul-02,8,17388
25-Jul-02,9,18358
25-Jul-02,10,18926
25-Jul-02,11,19245
25-Jul-02,12,19427
25-Jul-02,13,19512
25-Jul-02,14,19483
25-Jul-02,15,19641
25-Jul-02,16,19719
25-Jul-02,17,19617
25-Jul-02,18,19198
25-Jul-02,19,18756
25-Jul-02,20,18720
25-Jul-02,21,18977
25-Jul-02,22,17942
25-Jul-02,23,16899
25-Jul-02,24,15540
26-Jul-02,1,14927
26-Jul-02,2,14427
26-Jul-02,3,14367
26-Jul-02,4,14397
26-Jul-02,5,14766
26-Jul-02,6,15721
26-Jul-02,7,17169
26-Jul-02,8,18503
26-Jul-02,9,19395
26-Jul-02,10,20030
26-Jul-02,11,20392
26-Jul-02,12,20369
26-Jul-02,13,20236
26-Jul-02,14,20138
26-Jul-02,15,20204
26-Jul-02,16,20384
26-Jul-02,17,20474
26-Jul-02,18,20200
26-Jul-02,19,19732
26-Jul-02,20,19413
26-Jul-02,21,19493
26-Jul-02,22,18472
26-Jul-02,23,17153
26-Jul-02,24,15940
27-Jul-02,1,15132
27-Jul-02,2,14606
27-Jul-02,3,14258
27-Jul-02,4,14108
27-Jul-02,5,14073
27-Jul-02,6,14122
27-Jul-02,7,14952
27-Jul-02,8,16192
27-Jul-02,9,17820
27-Jul-02,10,19043
27-Jul-02,11,19744
27-Jul-02,12,20044
27-Jul-02,13,20147
27-Jul-02,14,20259
27-Jul-02,15,20341
27-Jul-02,16,20432
27-Jul-02,17,20537
27-Jul-02,18,20134
27-Jul-02,19,19556
27-Jul-02,20,19142
27-Jul-02,21,19520
27-Jul-02,22,18711
27-Jul-02,23,17773
27-Jul-02,24,16604
28-Jul-02,1,15983
28-Jul-02,2,15484
28-Jul-02,3,15042
28-Jul-02,4,14885
28-Jul-02,5,14642
28-Jul-02,6,14846
28-Jul-02,7,14999
28-Jul-02,8,15986
28-Jul-02,9,16912
28-Jul-02,10,17895
28-Jul-02,11,19244
28-Jul-02,12,19899
28-Jul-02,13,20164
28-Jul-02,14,20449
28-Jul-02,15,20883
28-Jul-02,16,21393
28-Jul-02,17,21660
28-Jul-02,18,21417
28-Jul-02,19,21208
28-Jul-02,20,20930
28-Jul-02,21,21363
28-Jul-02,22,20550
28-Jul-02,23,18961
28-Jul-02,24,17914
29-Jul-02,1,17140
29-Jul-02,2,16607
29-Jul-02,3,16179
29-Jul-02,4,16037
29-Jul-02,5,16389
29-Jul-02,6,17250
29-Jul-02,7,18932
29-Jul-02,8,20686
29-Jul-02,9,21918
29-Jul-02,10,23113
29-Jul-02,11,23783
29-Jul-02,12,24142
29-Jul-02,13,24452
29-Jul-02,14,24463
29-Jul-02,15,24652
29-Jul-02,16,24821
29-Jul-02,17,24793
29-Jul-02,18,23848
29-Jul-02,19,23068
29-Jul-02,20,22806
29-Jul-02,21,22305
29-Jul-02,22,20956
29-Jul-02,23,19472
29-Jul-02,24,18287
30-Jul-02,1,17518
30-Jul-02,2,16875
30-Jul-02,3,16466
30-Jul-02,4,16214
30-Jul-02,5,16385
30-Jul-02,6,16978
30-Jul-02,7,18737
30-Jul-02,8,20057
30-Jul-02,9,21241
30-Jul-02,10,22097
30-Jul-02,11,22583
30-Jul-02,12,22996
30-Jul-02,13,23186
30-Jul-02,14,23309
30-Jul-02,15,23491
30-Jul-02,16,23946
30-Jul-02,17,24005
30-Jul-02,18,23594
30-Jul-02,19,22950
30-Jul-02,20,22449
30-Jul-02,21,22563
30-Jul-02,22,21221
30-Jul-02,23,19447
30-Jul-02,24,18182
31-Jul-02,1,17077
31-Jul-02,2,16399
31-Jul-02,3,15968
31-Jul-02,4,15663
31-Jul-02,5,15857
31-Jul-02,6,16451
31-Jul-02,7,18209
31-Jul-02,8,20138
31-Jul-02,9,21350
31-Jul-02,10,22211
31-Jul-02,11,22592
31-Jul-02,12,22589
31-Jul-02,13,22859
31-Jul-02,14,23183
31-Jul-02,15,23561
31-Jul-02,16,24033
31-Jul-02,17,24242
31-Jul-02,18,23902
31-Jul-02,19,23362
31-Jul-02,20,22956
31-Jul-02,21,23045
31-Jul-02,22,21742
31-Jul-02,23,19839
31-Jul-02,24,18493
1-Aug-02,1,17526
1-Aug-02,2,17066
1-Aug-02,3,16847
1-Aug-02,4,16640
1-Aug-02,5,16816
1-Aug-02,6,17506
1-Aug-02,7,19135
1-Aug-02,8,20797
1-Aug-02,9,22200
1-Aug-02,10,23565
1-Aug-02,11,24092
1-Aug-02,12,24548
1-Aug-02,13,24936
1-Aug-02,14,25093
1-Aug-02,15,25240
1-Aug-02,16,25343
1-Aug-02,17,25279
1-Aug-02,18,24651
1-Aug-02,19,24179
1-Aug-02,20,23991
1-Aug-02,21,24181
1-Aug-02,22,22819
1-Aug-02,23,21335
1-Aug-02,24,19676
2-Aug-02,1,18613
2-Aug-02,2,18209
2-Aug-02,3,17567
2-Aug-02,4,17393
2-Aug-02,5,17511
2-Aug-02,6,18162
2-Aug-02,7,19532
2-Aug-02,8,21064
2-Aug-02,9,22170
2-Aug-02,10,22717
2-Aug-02,11,23158
2-Aug-02,12,23308
2-Aug-02,13,23770
2-Aug-02,14,23702
2-Aug-02,15,23492
2-Aug-02,16,23467
2-Aug-02,17,23333
2-Aug-02,18,22799
2-Aug-02,19,22064
2-Aug-02,20,21221
2-Aug-02,21,20975
2-Aug-02,22,19559
2-Aug-02,23,18038
2-Aug-02,24,16717
3-Aug-02,1,15896
3-Aug-02,2,15273
3-Aug-02,3,14818
3-Aug-02,4,14354
3-Aug-02,5,14145
3-Aug-02,6,14059
3-Aug-02,7,14907
3-Aug-02,8,16542
3-Aug-02,9,17815
